,Latitude,Longitude,Tower Index, Tower Latitude, Tower Longitude, Tower Geometry
88,51.56149318,0.147915447,350860,51.561584,0.147629,POINT (0.147629 51.561584)
89,51.56148802,0.147920355,350860,51.561584,0.147629,POINT (0.147629 51.561584)
90,51.56148634,0.147920533,350860,51.561584,0.147629,POINT (0.147629 51.561584)
91,51.56148806,0.147918897,350860,51.561584,0.147629,POINT (0.147629 51.561584)
92,51.5614905,0.147916826,350860,51.561584,0.147629,POINT (0.147629 51.561584)
93,51.56148983,0.147917033,350860,51.561584,0.147629,POINT (0.147629 51.561584)
94,51.56340917,0.067496121,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
95,51.56333433,0.06754228,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
96,51.56325825,0.067582222,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
97,51.56318935,0.067654509,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
98,51.56311239,0.067702875,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
99,51.56301942,0.067724438,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
100,51.56295365,0.067743576,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
101,51.56292145,0.067806853,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
102,51.56278039,0.067897592,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
103,51.56277297,0.067955682,805426,51.56364441,0.067977905,POINT (0.067977905 51.56364441)
104,51.56179354,0.086807355,726212,51.56201,0.087211,POINT (0.087211 51.56201)
105,51.56178853,0.087001095,726212,51.56201,0.087211,POINT (0.087211 51.56201)
106,51.56185624,0.087202141,726212,51.56201,0.087211,POINT (0.087211 51.56201)
107,51.56188861,0.087350185,134537,51.561802,0.087351,POINT (0.087351 51.561802)
108,51.56190118,0.087518222,134537,51.561802,0.087351,POINT (0.087351 51.561802)
109,51.56193192,0.087674753,134537,51.561802,0.087351,POINT (0.087351 51.561802)
110,51.56631281,0.108329565,494088,51.56639099,0.107803345,POINT (0.107803345 51.56639099)
111,51.56631557,0.108345136,494088,51.56639099,0.107803345,POINT (0.107803345 51.56639099)
112,51.56632161,0.108367592,494088,51.56639099,0.107803345,POINT (0.107803345 51.56639099)
113,51.56632539,0.108390249,494088,51.56639099,0.107803345,POINT (0.107803345 51.56639099)
114,51.56633438,0.108458853,494088,51.56639099,0.107803345,POINT (0.107803345 51.56639099)
115,51.56633784,0.108494313,494088,51.56639099,0.107803345,POINT (0.107803345 51.56639099)
116,51.56999295,0.126972281,350687,51.568967,0.1272,POINT (0.1272 51.568967)
117,51.57002538,0.127112449,350687,51.568967,0.1272,POINT (0.1272 51.568967)
118,51.57005057,0.127241095,350687,51.568967,0.1272,POINT (0.1272 51.568967)
119,51.5700825,0.127384747,350687,51.568967,0.1272,POINT (0.1272 51.568967)
120,51.57644321,0.17693459,835764,51.57692,0.177841,POINT (0.177841 51.57692)
121,51.57651737,0.176956657,835764,51.57692,0.177841,POINT (0.177841 51.57692)
122,51.57658914,0.17699571,835764,51.57692,0.177841,POINT (0.177841 51.57692)
123,51.57663339,0.17711014,835764,51.57692,0.177841,POINT (0.177841 51.57692)
124,51.58204712,0.120811134,835029,51.582184,0.121536,POINT (0.121536 51.582184)
125,51.58203047,0.120808397,835029,51.582184,0.121536,POINT (0.121536 51.582184)
126,51.58203176,0.120807852,835029,51.582184,0.121536,POINT (0.121536 51.582184)
127,51.58203561,0.120806814,835029,51.582184,0.121536,POINT (0.121536 51.582184)
128,51.58202287,0.120810629,835029,51.582184,0.121536,POINT (0.121536 51.582184)
129,51.58202508,0.120809643,835029,51.582184,0.121536,POINT (0.121536 51.582184)
130,51.58204091,0.120803077,835029,51.582184,0.121536,POINT (0.121536 51.582184)
131,51.58205447,0.120800767,835029,51.582184,0.121536,POINT (0.121536 51.582184)
132,51.58204861,0.120800094,835029,51.582184,0.121536,POINT (0.121536 51.582184)
133,51.58203753,0.120800843,835029,51.582184,0.121536,POINT (0.121536 51.582184)
134,51.57011966,0.126986847,1045342,51.571198,0.127029,POINT (0.127029 51.571198)
135,51.57019116,0.127269367,1045342,51.571198,0.127029,POINT (0.127029 51.571198)
136,51.57666728,0.176968508,835764,51.57692,0.177841,POINT (0.177841 51.57692)
137,51.57686918,0.177037652,835764,51.57692,0.177841,POINT (0.177841 51.57692)
138,51.57511618,0.08362428,796615,51.574956,0.08342,POINT (0.08342 51.574956)
139,51.57520127,0.083630177,796615,51.574956,0.08342,POINT (0.08342 51.574956)
140,51.57551795,0.083588919,537081,51.575661,0.083084,POINT (0.083084 51.575661)
141,51.57562643,0.083574508,537081,51.575661,0.083084,POINT (0.083084 51.575661)
142,51.57576224,0.083560936,537081,51.575661,0.083084,POINT (0.083084 51.575661)
143,51.57591447,0.08354547,381441,51.57600403,0.083084106,POINT (0.083084106 51.57600403)
144,51.51732557,0.033824026,208537,51.517639,0.033646,POINT (0.033646 51.517639)
145,51.51728922,0.033468134,227993,51.516953,0.033646,POINT (0.033646 51.516953)
146,51.51723906,0.03318877,679249,51.516953,0.032959,POINT (0.032959 51.516953)
147,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
148,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
149,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
150,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
151,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
152,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
153,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
154,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
155,51.51715471,0.032601529,598327,51.51695251,0.032272339,POINT (0.032272339 51.51695251)
156,51.50275186,0.044107748,679172,51.502544,0.044584,POINT (0.044584 51.502544)
157,51.50271677,0.044257255,679172,51.502544,0.044584,POINT (0.044584 51.502544)
158,51.6007088,-0.01684444,382984,51.60072327,-0.017166138,POINT (-0.017166138 51.60072327)
159,51.60075164,-0.016914339,382984,51.60072327,-0.017166138,POINT (-0.017166138 51.60072327)
160,51.60079242,-0.016960364,382984,51.60072327,-0.017166138,POINT (-0.017166138 51.60072327)
161,51.60081021,-0.016995605,382984,51.60072327,-0.017166138,POINT (-0.017166138 51.60072327)
162,51.60080499,-0.017004041,382984,51.60072327,-0.017166138,POINT (-0.017166138 51.60072327)
163,51.60080948,-0.017005511,382984,51.60072327,-0.017166138,POINT (-0.017166138 51.60072327)
164,51.52448114,0.175314687,428936,51.5248,0.176468,POINT (0.176468 51.5248)
165,51.52448088,0.175315404,428936,51.5248,0.176468,POINT (0.176468 51.5248)
166,51.52448088,0.175315319,428936,51.5248,0.176468,POINT (0.176468 51.5248)
167,51.52448059,0.175316315,428936,51.5248,0.176468,POINT (0.176468 51.5248)
168,51.52448009,0.175316148,428936,51.5248,0.176468,POINT (0.176468 51.5248)
169,51.5244803,0.175316467,428936,51.5248,0.176468,POINT (0.176468 51.5248)
170,51.52448103,0.175316203,428936,51.5248,0.176468,POINT (0.176468 51.5248)
171,51.52448207,0.17531508,428936,51.5248,0.176468,POINT (0.176468 51.5248)
172,51.5409852,0.081237572,955024,51.54167175,0.081710815,POINT (0.081710815 51.54167175)
173,51.54093983,0.081434128,679456,51.54029846,0.081710815,POINT (0.081710815 51.54029846)
174,51.54090099,0.081619646,679456,51.54029846,0.081710815,POINT (0.081710815 51.54029846)
175,51.54092173,0.081800672,679456,51.54029846,0.081710815,POINT (0.081710815 51.54029846)
176,51.56961989,0.119270924,886129,51.569481,0.119476,POINT (0.119476 51.569481)
177,51.56961989,0.119270924,886129,51.569481,0.119476,POINT (0.119476 51.569481)
